name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,source
Women's Pendant Unreliable,"$1,878.00",https://www.glamira.com/womens-pendant-unreliable.html,Lab Grown Diamond,Baguette,VS,H,0.66,Gold,Yellow,14K,,Glamira
Paperclip Necklace Pelusium,"$2,661.00",https://www.glamira.com/paperclip-necklace-pelusium.html,Lab Grown Diamond,Round,VS,H,0.208,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Christie,"$1,064.00",https://www.glamira.com/glamira-pendant-christie.html,Diamond,Round,VS,H,0.335,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Flanelle,"$4,892.00",https://www.glamira.com/glamira-pendant-flanelle.html,Green Diamond,Round,VS1,Fancy Dark,,Palladium,950,,,Glamira
GLAMIRA Pendant Bria,"$3,937.00",https://www.glamira.com/glamira-pendant-bria.html,Fire-Opal,Round,AAA,Orange-Red,,Gold,White,14K,,Glamira
GLAMIRA Necklace Jarumi,"$1,103.00",https://www.glamira.com/glamira-necklace-jarumi.html,Lab Grown Diamond,Round,VS,H,0.24,Gold,Yellow,14K,,Glamira
Women's Necklace Papier,"$1,609.00",https://www.glamira.com/womens-necklace-papier.html,Zirconia,Marquise,AAAAA,White,0.276,Gold,Yellow,14K,,Glamira
GLAMIRA Necklace Mitzie,"$1,321.00",https://www.glamira.com/glamira-necklace-mitzie.html,Diamond,Round,VS,H,0.48,Gold,Rose,18K,,Glamira
Women's Pendant Kalret,"$1,864.00",https://www.glamira.com/womens-pendant-kalret.html,Zirconia,Pear,AAAAA,White,,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Busitt,"$1,094.00",https://www.glamira.com/glamira-pendant-busitt.html,Zirconia,Princess,AAAAA,White,0.132,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Phyle,"$1,815.00",https://www.glamira.com/glamira-pendant-phyle.html,Zirconia,Round,AAAAA,White,0.894,Gold,Yellow,14K,,Glamira
GLAMIRA Necklace Madio,"$1,721.00",https://www.glamira.com/glamira-necklace-madio.html,Lab Grown Diamond,Round,VS,H,0.384,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Brilanta,"$2,113.00",https://www.glamira.com/glamira-pendant-brilanta.html,Lab Grown Diamond,Marquise,VS,H,0.18,Gold,Rose,18K,,Glamira
GLAMIRA Necklace Aphros,"$1,582.00",https://www.glamira.com/glamira-necklace-aphros.html,Diamond,Round,VS,H,0.482,Gold,White,14K,,Glamira
GLAMIRA Necklace Trouville,"$2,071.00",https://www.glamira.com/glamira-necklace-trouville.html,Lab Grown Diamond,Baguette,VS,H,0.22,Gold,White,14K,,Glamira
GLAMIRA Necklace Behwyl,"$1,155.00",https://www.glamira.com/glamira-necklace-behwyl.html,Zirconia,Marquise,AAAAA,White,0.088,Gold,White,14K,,Glamira
GLAMIRA Pendant Blandy,"$1,476.00",https://www.glamira.com/glamira-pendant-blandy.html,Diamond,Round,VS,H,0.348,Gold,Yellow,18K,,Glamira
GLAMIRA Necklace Avult,"$3,356.00",https://www.glamira.com/glamira-necklace-avult.html,Zirconia,Heart,AAAAA,White,,Gold,Yellow,14K,,Glamira
GLAMIRA Necklace Damgo,"$1,101.00",https://www.glamira.com/glamira-necklace-damgo.html,Lab Grown Diamond,Round,VS,H,0.168,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Revazi,"$1,114.00",https://www.glamira.com/glamira-pendant-revazi.html,Yellow Sapphire,Round,AAA,Yellow,0.273,Gold,White,14K,,Glamira
GLAMIRA Necklace Gevoel,"$1,170.00",https://www.glamira.com/glamira-necklace-gevoel.html,Lab Grown Diamond,Round,VS,H,0.4,Gold,Yellow,14K,,Glamira
GLAMIRA Paperclip Necklace Suggerire,"$3,042.00",https://www.glamira.com/glamira-paperclip-necklace-suggerire.html,Diamond,Round,VS,H,0.12,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Antaea,"$1,681.00",https://www.glamira.com/glamira-pendant-antaea.html,Diamond,Oval,VS,H,,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Hipo,"$1,862.00",https://www.glamira.com/glamira-pendant-hipo.html,Emerald,Princess,AA,Green,,Gold,Yellow,14K,,Glamira
Women's Choker Necklace Ellines,"$1,737.00",https://www.glamira.com/glamira-necklace-ellines.html,Diamond,Round,VS,H,0.13,Gold,White,14K,,Glamira
GLAMIRA Necklace Betalyrae,"$3,674.00",https://www.glamira.com/glamira-necklace-betalyrae.html,Diamond,Round,VS,H,1.152,Gold,White,14K,,Glamira
GLAMIRA Pendant Earwig,"$1,046.00",https://www.glamira.com/glamira-pendant-earwig.html,Diamond,Round,VS,H,0.38,Gold,White,14K,,Glamira
GLAMIRA Pendant Loza,"$1,776.00",https://www.glamira.com/glamira-pendant-loza.html,Diamond,Round,VS,H,0.06,Platinum,950,,,Glamira
GLAMIRA Pendant Ateur,"$3,661.00",https://www.glamira.com/glamira-pendant-ateur.html,Diamond,Round,VS,H,1.356,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Girard,"$2,193.00",https://www.glamira.com/glamira-pendant-girard.html,Sapphire,Round,AA,Dark Blue,0.09,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Ilda,"$1,117.00",https://www.glamira.com/glamira-pendant-ilda.html,Diamond,Princess,VS,H,,Gold,Yellow,14K,,Glamira
GLAMIRA Necklace Cunda,"$1,096.00",https://www.glamira.com/glamira-necklace-cunda.html,Diamond,Round,VS,H,0.084,Gold,Yellow  with Black Rhodium,14K,,Glamira
GLAMIRA Necklace Rhosus,"$1,408.00",https://www.glamira.com/glamira-necklace-rhosus.html,Green Diamond,Round,VS1,Fancy Dark,0.246,Gold,Rose,14K,,Glamira
GLAMIRA Pendant Desassorti,"$1,108.00",https://www.glamira.com/glamira-pendant-desassorti.html,Diamond,Round,VS,H,0.12,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Molan,"$1,458.00",https://www.glamira.com/glamira-pendant-molan.html,Diamond,Round,VS,H,0.248,Gold,White,14K,,Glamira
GLAMIRA Necklace Andireno,"$1,015.00",https://www.glamira.com/glamira-necklace-andireno.html,Diamond,Round,VS,H,0.072,Gold,White,18K,,Glamira
GLAMIRA Pendant Aiken,"$1,155.00",https://www.glamira.com/glamira-pendant-aiken.html,Diamond,Heart,VS,H,0.12,Platinum,950,,,Glamira
GLAMIRA Pendant Amphy,"$1,174.00",https://www.glamira.com/glamira-pendant-amphy.html,Lab Grown Diamond,Heart,VS,H,0.296,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Kidlat,"$1,399.00",https://www.glamira.com/glamira-pendant-kidlat.html,Lab Grown Diamond,Heart,VS,H,0.4,Gold,White,14K,,Glamira
GLAMIRA Necklace Laury,"$1,420.00",https://www.glamira.com/glamira-necklace-laury.html,Lab Grown Diamond,Round,VS,H,0.402,Gold,Rose,14K,,Glamira
GLAMIRA Pendant Shellos,"$2,814.00",https://www.glamira.com/glamira-pendant-shellos.html,Sapphire,Heart,AA,Dark Blue,,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Devine,"$1,053.00",https://www.glamira.com/glamira-pendant-devine.html,Zirconia,Round,AAAAA,White,0.168,Gold,Rose,9K,,Glamira
GLAMIRA Pendant Amelia,"$1,082.00",https://www.glamira.com/glamira-pendant-amelia.html,Diamond,Round,VS,H,0.083,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Izetta,"$1,058.00",https://www.glamira.com/glamira-pendant-izetta.html,Diamond,Round,VS,H,0.03,Gold,White,18K,,Glamira
GLAMIRA Pendant Bacille,"$1,205.00",https://www.glamira.com/glamira-pendant-bacille.html,Lab Grown Diamond,Marquise,VS,H,0.12,Gold,Yellow,9K,,Glamira
GLAMIRA Pendant Azade,"$1,371.00",https://www.glamira.com/glamira-pendant-azade.html,Diamond,Round,VS,H,0.191,Gold,Yellow,18K,,Glamira
GLAMIRA Necklace Gorria,"$1,683.00",https://www.glamira.com/glamira-necklace-gorria.html,Lab Grown Diamond,Round,VS,H,0.176,Gold,Yellow,14K,,Glamira
GLAMIRA Necklace Khonsu,"$1,086.00",https://www.glamira.com/glamira-necklace-khonsu.html,Diamond,Round,VS,H,0.128,Gold,White,14K,,Glamira
GLAMIRA Pendant Johto,"$1,040.00",https://www.glamira.com/glamira-pendant-johto.html,Diamond,Round,VS,H,0.198,Gold,White,14K,,Glamira
GLAMIRA Pendant Rubberess,"$1,020.00",https://www.glamira.com/glamira-pendant-rubberess.html,Zirconia,Marquise,AAAAA,White,0.24,Gold,Yellow,14K,,Glamira
GLAMIRA Necklace Rideout,"$1,586.00",https://www.glamira.com/glamira-necklace-rideout.html,Diamond,Round,VS,H,0.1,Gold,White,14K,,Glamira
GLAMIRA Pendant Sedia,"$1,060.00",https://www.glamira.com/glamira-pendant-sedia.html,Black Diamond,Round,AAA,Black,0.072,Gold,Yellow,18K,,Glamira
GLAMIRA Necklace Cienki,"$2,036.00",https://www.glamira.com/glamira-necklace-cienki.html,Lab Grown Diamond,Round,VS,H,0.12,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Adagione,"$1,216.00",https://www.glamira.com/glamira-pendant-adagione.html,Diamond,Round,VS,H,0.3,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Casidhe,"$1,188.00",https://www.glamira.com/glamira-pendant-casidhe.html,Diamond,Round,VS,H,0.18,Gold,White,14K,,Glamira
GLAMIRA Pendant Chiromancie,"$1,059.00",https://www.glamira.com/glamira-pendant-chiromancie.html,Diamond,Round,VS,H,0.288,Gold,Yellow,14K,,Glamira
Women's Pendant Ekrans,"$1,739.00",https://www.glamira.com/womens-pendant-ekrans.html,Lab Grown Diamond,Round,VS,H,0.135,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Keiko,"$1,462.00",https://www.glamira.com/glamira-pendant-keiko.html,Diamond,Round,VS,H,,Gold,White,14K,,Glamira
GLAMIRA Necklace Atra,"$1,249.00",https://www.glamira.com/glamira-necklace-atra.html,Zirconia,Heart,AAAAA,White,0.232,Gold,Rose,14K,,Glamira
GLAMIRA Pendant Lawanda,"$1,665.00",https://www.glamira.com/glamira-pendant-lawanda.html,Diamond,Round,VS,H,0.336,Gold,Yellow,14K,,Glamira
GLAMIRA Pendant Lunaire,"$1,254.00",https://www.glamira.com/glamira-pendant-lunaire.html,Lab Grown Diamond,Heart,VS,H,,Gold,White,14K,,Glamira
GLAMIRA Pendant Chastella,"$8,987.00",https://www.glamira.com/glamira-pendant-chastella.html,Diamond,Pear,VS,H,0.2,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Anned,"$1,028.00",https://www.glamira.com/glamira-pendant-anned.html,Zirconia,Round,AAAAA,White,0.312,Gold,Yellow,14K,,Glamira
GLAMIRA Paperclip Necklace Fresc,"$2,089.00",https://www.glamira.com/glamira-paperclip-necklace-fresc.html,Lab Grown Diamond,Round,VS,H,0.83,Silver,925,,,Glamira
GLAMIRA Pendant Chamelier,"$1,672.00",https://www.glamira.com/glamira-pendant-chamelier.html,Diamond,Round,VS,H,0.21,Gold,Yellow,18K,,Glamira
GLAMIRA Pendant Governare,"$1,228.00",https://www.glamira.com/glamira-pendant-governare.html,Brown Diamond,Princess,VS1,Fancy,,Gold,White,18K,,Glamira
GLAMIRA Earring Peyton,"$1,240.00",https://www.glamira.com/glamira-earring-peyton.html,Lab Grown Diamond,Round,VS,H,0.32,Gold,White,14K,,Glamira
GLAMIRA Earring Calepinas,"$2,519.00",https://www.glamira.com/glamira-earring-calepinas.html,Diamond,Round,VS,H,0.9,Gold,White,9K,,Glamira
Women's Earring Tumong,"$1,485.00",https://www.glamira.com/womens-earring-tumong.html,Lab Grown Diamond,Round,VS,H,0.6,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Artie,"$1,261.00",https://www.glamira.com/glamira-earring-artie.html,Black Sapphire,Round,AAA,Black,0.36,Gold,White,18K,,Glamira
GLAMIRA Earring Majella,"$1,762.00",https://www.glamira.com/glamira-earring-majella.html,Diamond,Round,VS,H,0.2,Gold,White,18K,,Glamira
GLAMIRA Earring Louisa,"$1,494.00",https://www.glamira.com/glamira-earring-louisa.html,Lab Grown Diamond,Round,VS,H,0.5,Gold,White,14K,,Glamira
GLAMIRA Earring Bros,"$1,804.00",https://www.glamira.com/glamira-earring-bros.html,Diamond,Baguette,VS,H,0.22,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Nigella,"$10,961.00",https://www.glamira.com/glamira-earring-nigella.html,Diamond,Cushion,VS,H,1.72,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Ehjertu,"$1,321.00",https://www.glamira.com/glamira-earring-ehjertu.html,Brown Diamond,Round,VS1,Fancy,0.32,Gold,White,18K,,Glamira
GLAMIRA Earring Sharyn,"$2,608.00",https://www.glamira.com/glamira-earring-sharyn.html,Diamond,Round,VS,H,0.808,Gold,White,14K,,Glamira
GLAMIRA Earring Self,"$1,200.00",https://www.glamira.com/glamira-earring-self.html,Diamond,Round,VS,H,0.39,Gold,White,14K,,Glamira
GLAMIRA Earring Germaine 15 mm,"$3,165.00",https://www.glamira.com/glamira-earring-germaine-15-mm.html,Diamond,Round,VS,H,1.368,Gold,White,14K,15 mm,Glamira
GLAMIRA Earring Biah,"$4,215.00",https://www.glamira.com/glamira-earring-biah.html,Diamond,Round,VS,H,2.02,Gold,White,18K,,Glamira
GLAMIRA Earring Cotrebandes,"$1,157.00",https://www.glamira.com/glamira-earring-cotrebandes.html,Diamond,Round,VS,H,0.08,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Riva Ø10 mm,"$2,071.00",https://www.glamira.com/glamira-earring-riva-o10-mm.html,Diamond,Round,VS,H,0.68,Gold,Yellow,14K,,Glamira
GLAMIRA Earring London,"$1,557.00",https://www.glamira.com/glamira-earring-london.html,Diamond,Round,VS,H,0.36,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Hartwick,"$4,676.00",https://www.glamira.com/glamira-earring-hartwick.html,Zirconia,Heart,AAAAA,White,0.88,Silver,925,,,Glamira
Women's Earring Hunkalove - B,"$1,932.00",https://www.glamira.com/womens-earring-hunkalove-b.html,Lab Grown Diamond,Baguette,VS,H,0.44,Gold,White,14K,,Glamira
Women's Earring Hunkalove - SET,"$1,407.00",https://www.glamira.com/womens-earring-hunkalove-set.html,Lab Grown Diamond,Baguette,VS,H,0.22,Gold,White,14K,,Glamira
SYLVIE Earring Gaudium,"$2,919.00",https://www.glamira.com/sylvie-earring-gaudium.html,Diamond,Round,VS,H,0.864,Gold,Rose,18K,,Glamira
GLAMIRA Earring Cylindre,"$5,010.00",https://www.glamira.com/glamira-earring-cylindre.html,Black Diamond,Round,AAA,Black,0.2,Gold,White,14K,,Glamira
GLAMIRA Earring Elettra,"$1,080.00",https://www.glamira.com/glamira-earring-elettra.html,Yellow Sapphire,Round,AAA,Yellow,0.324,Silver,925,,,Glamira
GLAMIRA Earring Quelli,"$1,469.00",https://www.glamira.com/glamira-earring-quelli.html,Green Sapphire,Princess,AAA,Green,0.4,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Ainsley,"$1,238.00",https://www.glamira.com/glamira-earring-ainsley.html,Diamond,Round,VS,H,0.168,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Mangata,"$1,084.00",https://www.glamira.com/glamira-earring-mangata.html,Diamond,Round,VS,H,0.248,Gold,Rose,14K,,Glamira
GLAMIRA Earring Oliphant,"$1,186.00",https://www.glamira.com/glamira-earring-oliphant.html,Diamond,Round,VS,H,0.35,Gold,White,14K,,Glamira
GLAMIRA Earring Rhasta,"$2,527.00",https://www.glamira.com/glamira-earring-rhasta.html,Diamond,Round,VS,H,0.07,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Gravity,"$1,110.00",https://www.glamira.com/glamira-earring-gravity.html,Diamond,Round,VS,H,0.016,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Cobre,"$1,069.00",https://www.glamira.com/glamira-earring-cobre.html,Diamond,Round,VS,H,0.23,Gold,White,14K,,Glamira
Women's Earring Forsegle,"$1,006.00",https://www.glamira.com/womens-earring-forsegle.html,Lab Grown Diamond,Round,VS,H,0.336,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Agreed,"$1,542.00",https://www.glamira.com/glamira-earring-agreed.html,Diamond,Round,VS,H,0.42,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Synin,"$2,006.00",https://www.glamira.com/glamira-earring-synin.html,Zirconia,Round,AAAAA,White,0.112,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Coleen,"$1,104.00",https://www.glamira.com/glamira-earring-coleen.html,Diamond,Round,VS,H,0.124,Gold,Rose,14K,,Glamira
GLAMIRA Earring Clorindaneg,"$1,157.00",https://www.glamira.com/glamira-earring-clorindaneg.html,Lab Grown Diamond,Marquise,VS,H,0.22,Gold,White,14K,,Glamira
GLAMIRA Earring Passaros,"$1,380.00",https://www.glamira.com/glamira-earring-passaros.html,Lab Grown Diamond,Round,VS,H,0.32,Gold,White & Rose,14K,,Glamira
GLAMIRA Earring Egonte,"$1,052.00",https://www.glamira.com/glamira-earring-egonte.html,Diamond,Round,VS,H,0.168,Gold,Rose,18K,,Glamira
GLAMIRA Earring Nella Ø10 mm,"$1,053.00",https://www.glamira.com/glamira-earring-nella-o10-mm.html,Diamond,Round,VS,H,0.192,Gold,White,14K,,Glamira
GLAMIRA Earring Lefigaro,"$1,290.00",https://www.glamira.com/glamira-earring-lefigaro.html,Lab Grown Diamond,Baguette,VS,H,0.22,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Fourgonnette,"$2,054.00",https://www.glamira.com/glamira-earring-fourgonnette.html,Diamond,Round,VS,H,0.472,Gold,Rose,14K,,Glamira
GLAMIRA Earring Confiantes,"$1,647.00",https://www.glamira.com/glamira-earring-confiantes.html,Diamond,Round,VS,H,0.06,Gold,White,14K,,Glamira
GLAMIRA Earring Sumorot,"$1,082.00",https://www.glamira.com/glamira-earring-sumorot.html,Lab Grown Diamond,Round,VS,H,0.3,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Vera,"$2,324.00",https://www.glamira.com/glamira-earring-vera.html,Diamond,Round,VS,H,0.32,Gold,White,14K,,Glamira
GLAMIRA Earring Anna,"$2,204.00",https://www.glamira.com/glamira-earring-anna.html,Lab Grown Diamond,Round,VS,H,0.7,Gold,White,9K,,Glamira
GLAMIRA Earring Vicky,"$2,156.00",https://www.glamira.com/glamira-earring-vicky.html,Sapphire,Round,AAA,Dark Blue,0.8,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Siria,"$1,251.00",https://www.glamira.com/glamira-earring-siria.html,Black Diamond,Round,AAA,Black,0.54,Gold,White,9K,,Glamira
GLAMIRA Earring Perama,"$1,077.00",https://www.glamira.com/glamira-earring-perama.html,Diamond,Round,VS,H,0.06,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Jhoanny,"$2,360.00",https://www.glamira.com/glamira-earring-jhoanny.html,Diamond,Marquise,VS,H,0.4,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Faiga,"$2,608.00",https://www.glamira.com/glamira-earring-faiga.html,Diamond,Round,SI,H,0.7,Gold,White,14K,,Glamira
GLAMIRA Earring Couple,"$1,203.00",https://www.glamira.com/glamira-earring-couple.html,Lab Grown Diamond,Round,VS,H,0.32,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Hackle,"$1,138.00",https://www.glamira.com/glamira-earring-hackle.html,Diamond,Round,VS,H,0.188,Gold,White,14K,,Glamira
GLAMIRA Earring Wayna - Round,"$5,221.00",https://www.glamira.com/glamira-earring-wayna-round.html,Lab Grown Diamond,Round,VS,H,1,Gold,White,18K,,Glamira
GLAMIRA Earring Hadubert,"$2,917.00",https://www.glamira.com/glamira-earring-hadubert.html,Diamond,Round,VS,H,0.88,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Lincolnn,"$1,056.00",https://www.glamira.com/glamira-earring-lincolnn.html,Green Sapphire,Round,AAA,Green,0.32,Gold,White,14K,,Glamira
GLAMIRA Earring Myrra,"$1,146.00",https://www.glamira.com/glamira-earring-myrra.html,Emerald,Round,AAA,Green,0.2,Gold,Rose,14K,,Glamira
GLAMIRA Earring Trouvaille,"$1,092.00",https://www.glamira.com/glamira-earring-trouvaille.html,Lab Grown Diamond,Round,VS,H,0.2,Gold,White,14K,,Glamira
GLAMIRA Earring Anname,"$1,416.00",https://www.glamira.com/glamira-earring-anname.html,Emerald,Round,AAA,Green,0.13,Gold,White,18K,,Glamira
GLAMIRA Earring Liftoff,"$1,641.00",https://www.glamira.com/glamira-earring-liftoff.html,Black Diamond,Round,AAA,Black,0.72,Gold,Rose,14K,,Glamira
GLAMIRA Earring Cafsunaj,"$1,174.00",https://www.glamira.com/glamira-earring-cafsunaj.html,Zirconia,Round,AAAAA,White,0.18,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Narcisa,"$1,230.00",https://www.glamira.com/glamira-earring-narcisa.html,Diamond,Marquise,VS,H,0.22,Gold,Rose,14K,,Glamira
GLAMIRA Earring Glebele,"$1,577.00",https://www.glamira.com/glamira-earring-glebele.html,Diamond,Round,VS,H,0.31,Gold,Rose,14K,,Glamira
GLAMIRA Earring Rouge,"$1,979.00",https://www.glamira.com/glamira-earring-rouge.html,Diamond,Heart,VS,H,0.4,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Marguerite,"$1,937.00",https://www.glamira.com/glamira-earring-marguerite.html,Zirconia,Round,AAAAA,White,0.34,Gold,White,18K,,Glamira
GLAMIRA Earring Oleander Mother,"$1,118.00",https://www.glamira.com/glamira-earring-oleander-mother.html,Lab Grown Diamond,Round,VS,H,0.192,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Akimino,"$1,031.00",https://www.glamira.com/glamira-earring-akimino.html,Lab Grown Diamond,Round,VS,H,0.352,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Anteil,"$1,244.00",https://www.glamira.com/glamira-earring-anteil.html,Diamond,Round,VS,H,0.07,Gold,Rose,14K,,Glamira
GLAMIRA Earring Bantoem,"$1,294.00",https://www.glamira.com/glamira-earring-bantoem.html,Zirconia,Round,AAAAA,White,0.2,Gold,White,14K,,Glamira
GLAMIRA Earring Rosyo,"$1,652.00",https://www.glamira.com/glamira-earring-rosyo.html,Diamond,Round,VS,H,0.13,Gold,White,14K,,Glamira
GLAMIRA Earring Yeona,"$1,207.00",https://www.glamira.com/glamira-earring-yeona.html,Diamond,Round,VS,H,0.2,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Interit,"$1,013.00",https://www.glamira.com/glamira-earring-interit.html,Lab Grown Diamond,Round,VS,H,0.33,Gold,White,14K,,Glamira
GLAMIRA Earring Anthonn,"$2,043.00",https://www.glamira.com/glamira-earring-anthonn.html,Diamond,Round,VS,H,0.896,Gold,White,14K,,Glamira
GLAMIRA Earring Feojamiras,"$1,238.00",https://www.glamira.com/glamira-earring-feojamiras.html,Lab Grown Diamond,Round,VS,H,0.07,Gold,Rose,18K,,Glamira
GLAMIRA Earring Fabriquer,"$3,916.00",https://www.glamira.com/glamira-earring-fabriquer.html,Diamond,Round,VS,H,1.52,Gold,White,14K,,Glamira
Women's Earring Ngarahake,"$1,437.00",https://www.glamira.com/womens-earring-ngarahake.html,Lab Grown Diamond,Round,VS,H,0.432,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Ragnml,"$2,376.00",https://www.glamira.com/glamira-earring-ragnml.html,Lab Grown Diamond,Round,VS,H,0.108,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Carece,"$1,140.00",https://www.glamira.com/glamira-earring-carece.html,Zirconia,Marquise,AAAAA,White,0.088,Gold,Rose,14K,,Glamira
GLAMIRA Earring Heavenus,"$1,481.00",https://www.glamira.com/glamira-earring-heavenus.html,Diamond,Round,VS,H,0.368,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Andrsys,"$1,406.00",https://www.glamira.com/glamira-earring-andrsys.html,Diamond,Round,VS,H,0.16,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Simonne,"$2,056.00",https://www.glamira.com/glamira-earring-simonne.html,Diamond,Round,VS,H,0.54,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Onfund,"$1,276.00",https://www.glamira.com/glamira-earring-onfund.html,Ruby,Round,AAA,Red,0.534,Silver,925,,,Glamira
GLAMIRA Earring Oripeaux,"$5,132.00",https://www.glamira.com/glamira-earring-oripeaux.html,Diamond,Round,VS,H,1,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Moto,"$1,519.00",https://www.glamira.com/glamira-earring-moto.html,Zirconia,Round,AAAAA,White,0.07,Gold,White,14K,,Glamira
GLAMIRA Earring Sixta,"$3,877.00",https://www.glamira.com/glamira-earring-sixta.html,Diamond,Oval,VS,H,0.4,Gold,White,18K,,Glamira
GLAMIRA Earring Bora,"$1,542.00",https://www.glamira.com/glamira-earring-bora.html,Diamond,Round,VS,H,0.14,Gold,White,14K,,Glamira
GLAMIRA Earring Silvies,"$2,772.00",https://www.glamira.com/glamira-earring-silvies.html,Diamond,Round,VS,H,0.96,Gold,White,14K,,Glamira
GLAMIRA Earring Munna,"$1,177.00",https://www.glamira.com/glamira-earring-munna.html,Diamond,Round,VS,H,0.3,Gold,Rose,14K,,Glamira
GLAMIRA Earring Lanitra Ø8 mm,"$1,034.00",https://www.glamira.com/glamira-earring-lanitra-o8-mm.html,Diamond,Round,VS,H,0.2,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Limitless,"$1,198.00",https://www.glamira.com/glamira-earring-limitless.html,Diamond,Round,VS,H,0.39,Gold,White,14K,,Glamira
GLAMIRA Earring Xochitle,"$1,400.00",https://www.glamira.com/glamira-earring-xochitle.html,Diamond,Round,VS,H,0.16,Gold,White,18K,,Glamira
GLAMIRA Earring Hweara,"$1,662.00",https://www.glamira.com/glamira-earring-hweara.html,Diamond,Marquise,VS,H,0.132,Gold,Yellow,18K,,Glamira
GLAMIRA Earring Angus,"$1,326.00",https://www.glamira.com/glamira-earring-angus.html,Diamond,Round,VS,H,0.31,Gold,Rose,9K,,Glamira
GLAMIRA Earring Dashaen,"$2,778.00",https://www.glamira.com/glamira-earring-dashaen.html,Diamond,Round,VS,H,0.23,Gold,White,18K,,Glamira
GLAMIRA Earring Coquelle,"$1,905.00",https://www.glamira.com/glamira-earring-coquelle.html,Diamond,Round,VS,H,0.42,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Jalen,"$1,023.00",https://www.glamira.com/glamira-earring-jalen.html,Diamond,Round,VS,H,0.288,Gold,White,14K,,Glamira
GLAMIRA Earring Marina Ø10 mm,"$1,126.00",https://www.glamira.com/glamira-earring-marina-o10-mm.html,Diamond,Round,VS,H,0.28,Gold,White,14K,,Glamira
GLAMIRA Earring Annag,"$1,124.00",https://www.glamira.com/glamira-earring-annag.html,Diamond,Round,VS,H,0.2,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Fonce,"$1,552.00",https://www.glamira.com/glamira-earring-fonce.html,Diamond,Round,VS,H,0.06,Gold,Rose,18K,,Glamira
GLAMIRA Earring Remain,"$1,186.00",https://www.glamira.com/glamira-earring-remain.html,Lab Grown Diamond,Round,VS,H,0.416,Gold,White,14K,,Glamira
GLAMIRA Earring Stelina Ø10 mm,"$1,405.00",https://www.glamira.com/glamira-earring-stelina-o10-mm.html,Diamond,Round,VS,H,0.164,Gold,Yellow,14K,,Glamira
GLAMIRA Earring Carreiro,"$1,416.00",https://www.glamira.com/glamira-earring-carreiro.html,Diamond,Round,VS,H,0.2,Gold,White,14K,,Glamira
GLAMIRA Earring Ava,"$1,008.00",https://www.glamira.com/glamira-earring-ava.html,Diamond,Round,VS,H,0.24,Gold,Rose & White,14K,,Glamira
